Sample.Time,Time,Sample,Colony,Community,Treatment,Repli,C.SH,D.SH,tot.SH,logTot.SH,logC.SH,logD.SH,D.Prp,ID
T0_S1-10,T0,S1-10,S1,DC,C,R1,8.91E-005,1.73E-004,2.62E-004,-3.5813,-4.0501,-3.7616,0.6603,T0_S1-10.P03_Ssid_T0_C_R1.csv
T0_S1-26,T0,S1-26,S1,C,C,R1,1.42E-004,0.00E+000,1.42E-004,-3.8480,-3.8480,NA,0.0000,T0_S1-26.P03_Ssid_T0_C_R1.csv
T0_S2-11,T0,S2-11,S2,D,C,R1,0.00E+000,5.02E-004,5.02E-004,-3.2995,NA,-3.2995,1.0000,T0_S2-11.P03_Ssid_T0_C_R1.csv
T0_S2-22,T0,S2-22,S2,D,C,R1,0.00E+000,4.27E-004,4.27E-004,-3.3700,NA,-3.3700,1.0000,T0_S2-22.P03_Ssid_T0_C_R1.csv
T0_S3-18,T0,S3-18,S3,D,C,R1,1.46E-005,3.47E-004,3.62E-004,-3.4418,-4.8362,-3.4596,0.9597,T0_S3-18.P03_Ssid_T0_C_R1.csv
T0_S3-29,T0,S3-29,S3,D,C,R1,1.73E-005,4.19E-004,4.36E-004,-3.3604,-4.7620,-3.3779,0.9603,T0_S3-29.P03_Ssid_T0_C_R1.csv
T0_S4-12,T0,S4-12,S4,DC,C,R1,4.03E-004,8.40E-004,1.24E-003,-2.9053,-3.3945,-3.0755,0.6758,T0_S4-12.P03_Ssid_T0_C_R1.csv
T0_S4-8,T0,S4-8,S4,DC,C,R1,1.50E-004,3.99E-004,5.49E-004,-3.2604,-3.8235,-3.3991,0.7266,T0_S4-8.P03_Ssid_T0_C_R1.csv
T0_S5-24,T0,S5-24,S5,D,C,R1,2.93E-006,5.17E-004,5.20E-004,-3.2841,-5.5332,-3.2865,0.9944,T0_S5-24.P03_Ssid_T0_C_R1.csv
T0_S5-9,T0,S5-9,S5,D,C,R1,1.07E-004,2.55E-003,2.65E-003,-2.5762,-3.9698,-2.5941,0.9596,T0_S5-9.P03_Ssid_T0_C_R1.csv
T0_S6-20,T0,S6-20,S6,D,C,R1,0.00E+000,1.99E-003,1.99E-003,-2.7009,NA,-2.7009,1.0000,T0_S6-20.P03_Ssid_T0_C_R1.csv
T0_S6-5,T0,S6-5,S6,D,C,R1,4.61E-006,8.71E-004,8.76E-004,-3.0576,-5.3359,-3.0599,0.9947,T0_S6-5.P03_Ssid_T0_C_R1.csv
T0_S1-13,T0,S1-13,S1,C,C,R2,6.09E-005,2.24E-006,6.31E-005,-4.1998,-4.2155,-5.6500,0.0355,T0_S1-13.P14_Ssid_T0_C_R2.csv
T0_S1-23,T0,S1-23,S1,DC,C,R2,7.05E-006,4.98E-005,5.68E-005,-4.2456,-5.1518,-4.3032,0.8759,T0_S1-23.P14_Ssid_T0_C_R2.csv
T0_S2-10,T0,S2-10,S2,D,C,R2,4.17E-007,2.97E-004,2.97E-004,-3.5268,-6.3797,-3.5274,0.9986,T0_S2-10.P14_Ssid_T0_C_R2.csv
T0_S2-2,T0,S2-2,S2,D,C,R2,0.00E+000,3.66E-004,3.66E-004,-3.4363,NA,-3.4363,1.0000,T0_S2-2.P14_Ssid_T0_C_R2.csv
T0_S3-20,T0,S3-20,S3,D,C,R2,2.76E-005,5.69E-004,5.97E-004,-3.2240,-4.5594,-3.2446,0.9538,T0_S3-20.P14_Ssid_T0_C_R2.csv
T0_S3-4,T0,S3-4,S3,DC,C,R2,1.37E-004,4.22E-004,5.59E-004,-3.2525,-3.8641,-3.3743,0.7554,T0_S3-4.P14_Ssid_T0_C_R2.csv
T0_S4-24,T0,S4-24,S4,DC,C,R2,1.57E-004,4.00E-004,5.57E-004,-3.2544,-3.8053,-3.3979,0.7187,T0_S4-24.P14_Ssid_T0_C_R2.csv
T0_S4-3,T0,S4-3,S4,DC,C,R2,3.47E-004,5.61E-004,9.08E-004,-3.0418,-3.4594,-3.2510,0.6177,T0_S4-3.P14_Ssid_T0_C_R2.csv
T0_S5-10,T0,S5-10,S5,D,C,R2,1.40E-005,2.04E-004,2.18E-004,-3.6614,-4.8530,-3.6903,0.9357,T0_S5-10.P19_Ssid_T0_N_R2.csv
T0_S5-15,T0,S5-15,S5,D,C,R2,2.15E-007,3.48E-004,3.48E-004,-3.4579,-6.6666,-3.4582,0.9994,T0_S5-15.P14_Ssid_T0_C_R2.csv
T0_S6-23,T0,S6-23,S6,D,C,R2,0.00E+000,9.68E-004,9.68E-004,-3.0141,NA,-3.0141,1.0000,T0_S6-23.P16_Ssid_T2_C_R2.csv
T0_S6-26,T0,S6-26,S6,D,C,R2,3.70E-007,9.96E-004,9.96E-004,-3.0016,-6.4316,-3.0018,0.9996,T0_S6-26.P45_Ssid_ReRuns.csv
T0_S1-21,T0,S1-21,S1,D,CO2,R1,9.64E-006,2.23E-004,2.32E-004,-3.6336,-5.0160,-3.6520,0.9585,T0_S1-21.P18_Ssid_T1_N_R1.csv
T0_S1-29,T0,S1-29,S1,D,CO2,R1,1.42E-006,8.94E-005,9.09E-005,-4.0416,-5.8475,-4.0485,0.9844,T0_S1-29.P18_Ssid_T1_N_R1.csv
T0_S2-19,T0,S2-19,S2,D,CO2,R1,1.60E-007,1.69E-004,1.69E-004,-3.7726,-6.7947,-3.7730,0.9990,T0_S2-19.P18_Ssid_T1_N_R1.csv
T0_S2-6,T0,S2-6,S2,D,CO2,R1,0.00E+000,2.19E-004,2.19E-004,-3.6598,NA,-3.6598,1.0000,T0_S2-6.P18_Ssid_T1_N_R1.csv
T0_S3-22,T0,S3-22,S3,D,CO2,R1,2.42E-005,4.71E-004,4.95E-004,-3.3051,-4.6158,-3.3269,0.9511,T0_S3-22.P19_Ssid_T0_N_R2.csv
T0_S3-31,T0,S3-31,S3,D,CO2,R1,1.49E-005,2.34E-004,2.49E-004,-3.6046,-4.8280,-3.6314,0.9402,T0_S3-31.P19_Ssid_T0_N_R2.csv
T0_S4-23,T0,S4-23,S4,DC,CO2,R1,2.03E-004,4.15E-004,6.19E-004,-3.2085,-3.6918,-3.3815,0.6714,T0_S4-23.P20_Ssid_T1_N_R2.csv
T0_S4-5,T0,S4-5,S4,DC,CO2,R1,2.04E-004,2.76E-004,4.81E-004,-3.3181,-3.6894,-3.5586,0.5747,T0_S4-5.P20_Ssid_T1_N_R2.csv
T0_S5-20,T0,S5-20,S5,D,CO2,R1,0.00E+000,2.37E-004,2.37E-004,-3.6250,NA,-3.6250,1.0000,T0_S5-20.P21_Ssid_T2_N_R2.csv
T0_S5-4,T0,S5-4,S5,D,CO2,R1,1.24E-007,2.35E-004,2.35E-004,-3.6284,-6.9064,-3.6286,0.9995,T0_S5-4.P20_Ssid_T1_N_R2.csv
T0_S6-19,T0,S6-19,S6,D,CO2,R1,0.00E+000,3.83E-004,3.83E-004,-3.4173,NA,-3.4173,1.0000,T0_S6-19.P21_Ssid_T2_N_R2.csv
T0_S6-4,T0,S6-4,S6,D,CO2,R1,6.97E-007,3.37E-004,3.38E-004,-3.4709,-6.1569,-3.4718,0.9979,T0_S6-4.P21_Ssid_T2_N_R2.csv
T0_S1-20,T0,S1-20,S1,D,CO2,R2,1.03E-006,1.01E-004,1.02E-004,-3.9922,-5.9885,-3.9966,0.9899,T0_S1-20.P47_Ssid_T0_CO2_R2.csv
T0_S1-3,T0,S1-3,S1,D,CO2,R2,3.65E-006,3.75E-005,4.12E-005,-4.3856,-5.4375,-4.4259,0.9113,T0_S1-3.P47_Ssid_T0_CO2_R2.csv
T0_S2-27,T0,S2-27,S2,D,CO2,R2,0.00E+000,1.81E-004,1.81E-004,-3.7423,NA,-3.7423,1.0000,T0_S2-27.P47_Ssid_T0_CO2_R2.csv
T0_S2-5,T0,S2-5,S2,D,CO2,R2,0.00E+000,3.75E-004,3.75E-004,-3.4260,NA,-3.4260,1.0000,T0_S2-5.P47_Ssid_T0_CO2_R2.csv
T0_S3-15,T0,S3-15,S3,D,CO2,R2,4.29E-006,8.37E-004,8.42E-004,-3.0749,-5.3677,-3.0771,0.9949,T0_S3-15.P47_Ssid_T0_CO2_R2.csv
T0_S3-24,T0,S3-24,S3,D,CO2,R2,4.14E-006,4.99E-004,5.04E-004,-3.2980,-5.3834,-3.3015,0.9918,T0_S3-24.P47_Ssid_T0_CO2_R2.csv
T0_S4-20,T0,S4-20,S4,D,CO2,R2,2.37E-006,1.16E-004,1.19E-004,-3.9251,-5.6255,-3.9339,0.9801,T0_S4-20.P47_Ssid_T0_CO2_R2.csv
T0_S4-6,T0,S4-6,S4,DC,CO2,R2,1.40E-005,1.08E-004,1.22E-004,-3.9130,-4.8535,-3.9659,0.8853,T0_S4-6.P47_Ssid_T0_CO2_R2.csv
T0_S5-16,T0,S5-16,S5,D,CO2,R2,4.49E-007,2.05E-004,2.05E-004,-3.6883,-6.3481,-3.6893,0.9978,T0_S5-16.P47_Ssid_T0_CO2_R2.csv
T0_S5-26,T0,S5-26,S5,D,CO2,R2,3.76E-007,2.41E-004,2.41E-004,-3.6177,-6.4252,-3.6184,0.9984,T0_S5-26.P47_Ssid_T0_CO2_R2.csv
T0_S6-2,T0,S6-2,S6,D,CO2,R2,1.55E-007,3.41E-004,3.41E-004,-3.4668,-6.8099,-3.4670,0.9995,T0_S6-2.P47_Ssid_T0_CO2_R2.csv
T0_S6-22,T0,S6-22,S6,D,CO2,R2,0.00E+000,3.05E-004,3.05E-004,-3.5155,NA,-3.5155,1.0000,T0_S6-22.P47_Ssid_T0_CO2_R2.csv
T0_S1-19,T0,S1-19,S1,D,D,R1,1.14E-006,2.18E-004,2.19E-004,-3.6589,-5.9420,-3.6612,0.9948,T0_S1-19.P37_Ssid_T0_D_R1-2.csv
T0_S1-4,T0,S1-4,S1,DC,D,R1,4.76E-005,2.34E-004,2.82E-004,-3.5496,-4.3220,-3.6299,0.8311,T0_S1-4.P37_Ssid_T0_D_R1-2.csv
T0_S2-20,T0,S2-20,S2,D,D,R1,0.00E+000,5.50E-004,5.50E-004,-3.2596,NA,-3.2596,1.0000,T0_S2-20.P37_Ssid_T0_D_R1-2.csv
T0_S2-29,T0,S2-29,S2,D,D,R1,0.00E+000,5.43E-004,5.43E-004,-3.2653,NA,-3.2653,1.0000,T0_S2-29.P37_Ssid_T0_D_R1-2.csv
T0_S3-19,T0,S3-19,S3,D,D,R1,1.96E-005,2.83E-004,3.03E-004,-3.5184,-4.7079,-3.5475,0.9354,T0_S3-19.P37_Ssid_T0_D_R1-2.csv
T0_S3-3,T0,S3-3,S3,D,D,R1,1.90E-005,3.17E-004,3.36E-004,-3.4742,-4.7218,-3.4995,0.9434,T0_S3-3.P45_Ssid_ReRuns.csv
T0_S4-21,T0,S4-21,S4,D,D,R1,2.24E-005,2.81E-004,3.03E-004,-3.5184,-4.6502,-3.5517,0.9262,T0_S4-21.P37_Ssid_T0_D_R1-2.csv
T0_S4-30,T0,S4-30,S4,D,D,R1,6.58E-006,3.49E-004,3.56E-004,-3.4491,-5.1820,-3.4572,0.9815,T0_S4-30.P37_Ssid_T0_D_R1-2.csv
T0_S5-22,T0,S5-22,S5,D,D,R1,0.00E+000,6.25E-004,6.25E-004,-3.2043,NA,-3.2043,1.0000,T0_S5-22.P37_Ssid_T0_D_R1-2.csv
T0_S5-3,T0,S5-3,S5,D,D,R1,0.00E+000,3.50E-004,3.50E-004,-3.4560,NA,-3.4560,1.0000,T0_S5-3.P37_Ssid_T0_D_R1-2.csv
T0_S6-14,T0,S6-14,S6,D,D,R1,1.93E-006,1.49E-003,1.50E-003,-2.8252,-5.7150,-2.8258,0.9987,T0_S6-14.P37_Ssid_T0_D_R1-2.csv
T0_S6-9,T0,S6-9,S6,D,D,R1,0.00E+000,4.26E-004,4.26E-004,-3.3708,NA,-3.3708,1.0000,T0_S6-9.P37_Ssid_T0_D_R1-2.csv
T0_S1-22,T0,S1-22,S1,DC,D,R2,1.45E-005,4.28E-005,5.73E-005,-4.2417,-4.8372,-4.3689,0.7462,T0_S1-22.P37_Ssid_T0_D_R1-2.csv
T0_S1-7,T0,S1-7,S1,D,D,R2,1.57E-006,5.82E-005,5.98E-005,-4.2236,-5.8039,-4.2352,0.9737,T0_S1-7.P37_Ssid_T0_D_R1-2.csv
T0_S2-1,T0,S2-1,S2,D,D,R2,8.43E-008,2.50E-004,2.50E-004,-3.6014,-7.0743,-3.6016,0.9997,T0_S2-1.P45_Ssid_ReRuns.csv
T0_S2-15,T0,S2-15,S2,D,D,R2,0.00E+000,2.87E-004,2.87E-004,-3.5421,NA,-3.5421,1.0000,T0_S2-15.P37_Ssid_T0_D_R1-2.csv
T0_S3-27,T0,S3-27,S3,D,D,R2,5.95E-007,1.73E-004,1.74E-004,-3.7604,-6.2254,-3.7619,0.9966,T0_S3-27.P37_Ssid_T0_D_R1-2.csv
T0_S3-9,T0,S3-9,S3,DC,D,R2,6.90E-005,1.96E-004,2.65E-004,-3.5764,-4.1613,-3.7072,0.7400,T0_S3-9.P37_Ssid_T0_D_R1-2.csv
T0_S4-14,T0,S4-14,S4,DC,D,R2,9.48E-005,2.68E-004,3.63E-004,-3.4407,-4.0231,-3.5723,0.7385,T0_S4-14.P37_Ssid_T0_D_R1-2.csv
T0_S4-25,T0,S4-25,S4,D,D,R2,1.22E-005,2.18E-004,2.30E-004,-3.6381,-4.9122,-3.6618,0.9468,T0_S4-25.P37_Ssid_T0_D_R1-2.csv
T0_S5-6,T0,S5-6,S5,D,D,R2,0.00E+000,1.81E-004,1.81E-004,-3.7430,NA,-3.7430,1.0000,T0_S5-6.P37_Ssid_T0_D_R1-2.csv
T0_S6-11,T0,S6-11,S6,D,D,R2,1.17E-007,1.20E-004,1.20E-004,-3.9217,-6.9333,-3.9221,0.9990,T0_S6-11.P45_Ssid_ReRuns.csv
T0_S6-17,T0,S6-17,S6,D,D,R2,0.00E+000,4.20E-004,4.20E-004,-3.3769,NA,-3.3769,1.0000,T0_S6-17.P37_Ssid_T0_D_R1-2.csv
T0_S1-6,T0,S1-6,S1,DC,Fe,R1,1.81E-005,8.17E-005,9.98E-005,-4.0009,-4.7419,-4.0879,0.8184,T0_S1-6.P36_Ssid_T0_Fe_R1-2.csv
T0_S1-9,T0,S1-9,S1,D,Fe,R1,5.57E-006,6.58E-005,7.14E-005,-4.1463,-5.2540,-4.1816,0.9220,T0_S1-9.P36_Ssid_T0_Fe_R1-2.csv
T0_S2-16,T0,S2-16,S2,D,Fe,R1,0.00E+000,4.00E-004,4.00E-004,-3.3982,NA,-3.3982,1.0000,T0_S2-16.P40ER15_Ssid_T0T3_CO2_R1-2.csv
T0_S2-25,T0,S2-25,S2,D,Fe,R1,0.00E+000,1.64E-004,1.64E-004,-3.7840,NA,-3.7840,1.0000,T0_S2-25.P36_Ssid_T0_Fe_R1-2.csv
T0_S3-12,T0,S3-12,S3,D,Fe,R1,9.47E-006,4.36E-004,4.46E-004,-3.3509,-5.0236,-3.3602,0.9788,T0_S3-12.P40ER15_Ssid_T0T3_CO2_R1-2.csv
T0_S3-6,T0,S3-6,S3,DC,Fe,R1,7.18E-005,5.49E-004,6.20E-004,-3.2074,-4.1440,-3.2608,0.8843,T0_S3-6.P40ER15_Ssid_T0T3_CO2_R1-2.csv
T0_S4-11,T0,S4-11,S4,DC,Fe,R1,1.36E-004,7.88E-004,9.24E-004,-3.0343,-3.8658,-3.1035,0.8526,T0_S4-11.P36_Ssid_T0_Fe_R1-2.csv
T0_S4-9,T0,S4-9,S4,DC,Fe,R1,7.06E-004,6.90E-004,1.40E-003,-2.8550,-3.1510,-3.1611,0.4942,T0_S4-9.P36_Ssid_T0_Fe_R1-2.csv
T0_S5-14,T0,S5-14,S5,D,Fe,R1,0.00E+000,7.84E-004,7.84E-004,-3.1060,NA,-3.1060,1.0000,T0_S5-14.P36_Ssid_T0_Fe_R1-2.csv
T0_S5-25,T0,S5-25,S5,D,Fe,R1,2.16E-006,5.06E-004,5.08E-004,-3.2940,-5.6650,-3.2958,0.9957,T0_S5-25.P36_Ssid_T0_Fe_R1-2.csv
T0_S6-1,T0,S6-1,S6,D,Fe,R1,5.90E-006,1.32E-003,1.33E-003,-2.8773,-5.2294,-2.8792,0.9956,T0_S6-1.P36_Ssid_T0_Fe_R1-2.csv
T0_S6-12,T0,S6-12,S6,D,Fe,R1,1.66E-004,1.69E-002,1.71E-002,-1.7670,-3.7803,-1.7712,0.9903,T0_S6-12.P36_Ssid_T0_Fe_R1-2.csv
T0_S1-12,T0,S1-12,S1,C,Fe,R2,5.50E-005,8.77E-007,5.59E-005,-4.2529,-4.2598,-6.0568,0.0157,T0_S1-12.P36_Ssid_T0_Fe_R1-2.csv
T0_S1-16,T0,S1-16,S1,DC,Fe,R2,5.84E-005,7.31E-005,1.32E-004,-3.8808,-4.2333,-4.1358,0.5558,T0_S1-16.P36_Ssid_T0_Fe_R1-2.csv
T0_S2-31,T0,S2-31,S2,D,Fe,R2,3.34E-007,4.92E-004,4.93E-004,-3.3073,-6.4760,-3.3076,0.9993,T0_S2-31.P36_Ssid_T0_Fe_R1-2.csv
T0_S2-4,T0,S2-4,S2,D,Fe,R2,3.34E-007,2.55E-004,2.55E-004,-3.5926,-6.4758,-3.5932,0.9987,T0_S2-4.P36_Ssid_T0_Fe_R1-2.csv
T0_S3-11,T0,S3-11,S3,DC,Fe,R2,1.66E-004,1.21E-003,1.38E-003,-2.8611,-3.7805,-2.9169,0.8796,T0_S3-11.P36_Ssid_T0_Fe_R1-2.csv
T0_S3-7,T0,S3-7,S3,DC,Fe,R2,2.89E-004,6.70E-004,9.59E-004,-3.0180,-3.5388,-3.1738,0.6985,T0_S3-7.P36_Ssid_T0_Fe_R1-2.csv
T0_S4-26,T0,S4-26,S4,D,Fe,R2,4.58E-005,4.88E-004,5.34E-004,-3.2724,-4.3390,-3.3114,0.9142,T0_S4-26.P36_Ssid_T0_Fe_R1-2.csv
T0_S4-28,T0,S4-28,S4,D,Fe,R2,5.10E-006,3.67E-004,3.72E-004,-3.4298,-5.2923,-3.4358,0.9863,T0_S4-28.P36_Ssid_T0_Fe_R1-2.csv
T0_S5-13,T0,S5-13,S5,D,Fe,R2,0.00E+000,4.63E-004,4.63E-004,-3.3346,NA,-3.3346,1.0000,T0_S5-13.P36_Ssid_T0_Fe_R1-2.csv
T0_S5-23,T0,S5-23,S5,D,Fe,R2,3.79E-006,4.54E-004,4.58E-004,-3.3391,-5.4219,-3.3427,0.9917,T0_S5-23.P36_Ssid_T0_Fe_R1-2.csv
T0_S6-15,T0,S6-15,S6,D,Fe,R2,2.82E-006,4.72E-004,4.75E-004,-3.3233,-5.5501,-3.3259,0.9941,T0_S6-15.P36_Ssid_T0_Fe_R1-2.csv
T0_S6-21,T0,S6-21,S6,D,Fe,R2,0.00E+000,2.04E-004,2.04E-004,-3.6908,NA,-3.6908,1.0000,T0_S6-21.P36_Ssid_T0_Fe_R1-2.csv
T0_S1-17,T0,S1-17,S1,D,N,R1,5.10E-006,6.86E-005,7.37E-005,-4.1324,-5.2924,-4.1635,0.9308,T0_S1-17.P17_Ssid_T0_N_R1.csv
T0_S1-25,T0,S1-25,S1,C,N,R1,6.33E-005,0.00E+000,6.33E-005,-4.1987,-4.1987,NA,0.0000,T0_S1-25.P17_Ssid_T0_N_R1.csv
T0_S2-21,T0,S2-21,S2,D,N,R1,0.00E+000,1.91E-004,1.91E-004,-3.7199,NA,-3.7199,1.0000,T0_S2-21.P17_Ssid_T0_N_R1.csv
T0_S2-24,T0,S2-24,S2,D,N,R1,0.00E+000,2.68E-004,2.68E-004,-3.5714,NA,-3.5714,1.0000,T0_S2-24.P17_Ssid_T0_N_R1.csv
T0_S3-10,T0,S3-10,S3,D,N,R1,2.47E-005,2.67E-004,2.92E-004,-3.5349,-4.6079,-3.5732,0.9155,T0_S3-10.P17_Ssid_T0_N_R1.csv
T0_S3-8,T0,S3-8,S3,DC,N,R1,2.24E-004,4.18E-004,6.42E-004,-3.1922,-3.6490,-3.3788,0.6507,T0_S3-8.P17_Ssid_T0_N_R1.csv
T0_S4-19,T0,S4-19,S4,DC,N,R1,7.41E-005,3.07E-004,3.81E-004,-3.4193,-4.1303,-3.5132,0.8055,T0_S4-19.P27_Ssid_T1_NP_R2.csv
T0_S4-29,T0,S4-29,S4,D,N,R1,5.51E-005,6.37E-004,6.92E-004,-3.1597,-4.2592,-3.1957,0.9205,T0_S4-29.P17_Ssid_T0_N_R1.csv
T0_S5-11,T0,S5-11,S5,D,N,R1,0.00E+000,1.93E-004,1.93E-004,-3.7137,NA,-3.7137,1.0000,T0_S5-11.P17_Ssid_T0_N_R1.csv
T0_S5-7,T0,S5-7,S5,D,N,R1,1.65E-007,3.14E-004,3.14E-004,-3.5026,-6.7821,-3.5028,0.9995,T0_S5-7.P45_Ssid_ReRuns.csv
T0_S6-24,T0,S6-24,S6,D,N,R1,9.53E-007,4.31E-004,4.32E-004,-3.3645,-6.0211,-3.3654,0.9978,T0_S6-24.P45_Ssid_ReRuns.csv
T0_S6-28,T0,S6-28,S6,D,N,R1,1.25E-006,5.15E-004,5.16E-004,-3.2870,-5.9041,-3.2880,0.9976,T0_S6-28.P17_Ssid_T0_N_R1.csv
T0_S1-30,T0,S1-30,S1,DC,N,R2,1.11E-005,2.54E-005,3.65E-005,-4.4373,-4.9544,-4.5947,0.6960,T0_S1-30.P19_Ssid_T0_N_R2.csv
T0_S1-8,T0,S1-8,S1,D,N,R2,9.07E-006,9.33E-005,1.02E-004,-3.9898,-5.0423,-4.0301,0.9114,T0_S1-8.P19_Ssid_T0_N_R2.csv
T0_S2-18,T0,S2-18,S2,D,N,R2,0.00E+000,3.94E-004,3.94E-004,-3.4043,NA,-3.4043,1.0000,T0_S2-18.P19_Ssid_T0_N_R2.csv
T0_S2-7,T0,S2-7,S2,D,N,R2,0.00E+000,3.73E-004,3.73E-004,-3.4285,NA,-3.4285,1.0000,T0_S2-7.P19_Ssid_T0_N_R2.csv
T0_S3-25,T0,S3-25,S3,D,N,R2,4.04E-006,7.61E-004,7.65E-004,-3.1166,-5.3941,-3.1189,0.9947,T0_S3-25.P19_Ssid_T0_N_R2.csv
T0_S3-30,T0,S3-30,S3,D,N,R2,2.99E-005,8.68E-004,8.98E-004,-3.0466,-4.5247,-3.0613,0.9667,T0_S3-30.P19_Ssid_T0_N_R2.csv
T0_S4-22,T0,S4-22,S4,DC,N,R2,2.05E-004,5.37E-004,7.42E-004,-3.1295,-3.6884,-3.2698,0.7239,T0_S4-22.P19_Ssid_T0_N_R2.csv
T0_S4-7,T0,S4-7,S4,DC,N,R2,1.55E-004,5.17E-004,6.72E-004,-3.1727,-3.8108,-3.2862,0.7699,T0_S4-7.P19_Ssid_T0_N_R2.csv
T0_S5-17,T0,S5-17,S5,D,N,R2,6.15E-006,1.32E-003,1.32E-003,-2.8782,-5.2114,-2.8802,0.9954,T0_S5-17.P19_Ssid_T0_N_R2.csv
T0_S5-18,T0,S5-18,S5,D,N,R2,6.53E-005,1.69E-003,1.75E-003,-2.7567,-4.1851,-2.7732,0.9627,T0_S5-18.P19_Ssid_T0_N_R2.csv
T0_S6-27,T0,S6-27,S6,D,N,R2,6.42E-007,1.69E-003,1.69E-003,-2.7717,-6.1925,-2.7719,0.9996,T0_S6-27.P19_Ssid_T0_N_R2.csv
T0_S6-29,T0,S6-29,S6,D,N,R2,0.00E+000,1.70E-003,1.70E-003,-2.7707,NA,-2.7707,1.0000,T0_S6-29.P19_Ssid_T0_N_R2.csv
T0_S1-15,T0,S1-15,S1,DC,NP,R1,6.53E-005,8.67E-006,7.39E-005,-4.1312,-4.1854,-5.0618,0.1173,T0_S1-15.P40ER15_Ssid_T0T3_CO2_R1-2.csv
T0_S1-24,T0,S1-24,S1,C,NP,R1,6.52E-003,0.00E+000,6.52E-003,-2.1856,-2.1856,NA,0.0000,T0_S1-24.P34_Ssid_T0_NP_R1-2.csv
T0_S2-3,T0,S2-3,S2,D,NP,R1,0.00E+000,4.49E-003,4.49E-003,-2.3478,NA,-2.3478,1.0000,T0_S2-3.P34_Ssid_T0_NP_R1-2.csv
T0_S2-9,T0,S2-9,S2,D,NP,R1,0.00E+000,4.76E-004,4.76E-004,-3.3227,NA,-3.3227,1.0000,T0_S2-9.P34_Ssid_T0_NP_R1-2.csv
T0_S3-21,T0,S3-21,S3,D,NP,R1,3.52E-005,9.02E-004,9.37E-004,-3.0282,-4.4534,-3.0448,0.9624,T0_S3-21.P34_Ssid_T0_NP_R1-2.csv
T0_S3-26,T0,S3-26,S3,D,NP,R1,1.23E-005,3.05E-003,3.06E-003,-2.5142,-4.9099,-2.5160,0.9960,T0_S3-26.P34_Ssid_T0_NP_R1-2.csv
T0_S4-1,T0,S4-1,S4,DC,NP,R1,4.68E-004,2.31E-004,6.99E-004,-3.1556,-3.3300,-3.6362,0.3307,T0_S4-1.P34_Ssid_T0_NP_R1-2.csv
T0_S4-2,T0,S4-2,S4,DC,NP,R1,2.56E-004,3.16E-004,5.71E-004,-3.2431,-3.5921,-3.5009,0.5523,T0_S4-2.P34_Ssid_T0_NP_R1-2.csv
T0_S5-1,T0,S5-1,S5,D,NP,R1,4.49E-006,1.31E-003,1.31E-003,-2.8818,-5.3473,-2.8833,0.9966,T0_S5-1.P34_Ssid_T0_NP_R1-2.csv
T0_S5-12,T0,S5-12,S5,D,NP,R1,0.00E+000,2.58E-004,2.58E-004,-3.5881,NA,-3.5881,1.0000,T0_S5-12.P45_Ssid_ReRuns.csv
T0_S6-18,T0,S6-18,S6,D,NP,R1,0.00E+000,3.61E-003,3.61E-003,-2.4427,NA,-2.4427,1.0000,T0_S6-18.P34_Ssid_T0_NP_R1-2.csv
T0_S6-3,T0,S6-3,S6,D,NP,R1,2.65E-006,1.16E-003,1.16E-003,-2.9359,-5.5773,-2.9369,0.9977,T0_S6-3.P34_Ssid_T0_NP_R1-2.csv
T0_S1-11,T0,S1-11,S1,DC,NP,R2,6.13E-005,1.11E-005,7.24E-005,-4.1403,-4.2127,-4.9541,0.1535,T0_S1-11.P34_Ssid_T0_NP_R1-2.csv
T0_S1-14,T0,S1-14,S1,C,NP,R2,3.10E-005,1.98E-007,3.12E-005,-4.5063,-4.5091,-6.7030,0.0064,T0_S1-14.P34_Ssid_T0_NP_R1-2.csv
T0_S2-13,T0,S2-13,S2,D,NP,R2,0.00E+000,2.88E-004,2.88E-004,-3.5402,NA,-3.5402,1.0000,T0_S2-13.P34_Ssid_T0_NP_R1-2.csv
T0_S2-8,T0,S2-8,S2,D,NP,R2,0.00E+000,3.52E-004,3.52E-004,-3.4540,NA,-3.4540,1.0000,T0_S2-8.P34_Ssid_T0_NP_R1-2.csv
T0_S3-17,T0,S3-17,S3,D,NP,R2,1.03E-004,1.34E-003,1.45E-003,-2.8400,-3.9853,-2.8723,0.9284,T0_S3-17.P34_Ssid_T0_NP_R1-2.csv
T0_S3-2,T0,S3-2,S3,D,NP,R2,1.70E-005,8.60E-004,8.77E-004,-3.0572,-4.7700,-3.0657,0.9806,T0_S3-2.P34_Ssid_T0_NP_R1-2.csv
T0_S4-16,T0,S4-16,S4,D,NP,R2,4.89E-005,7.52E-004,8.01E-004,-3.0966,-4.3110,-3.1240,0.9390,T0_S4-16.P34_Ssid_T0_NP_R1-2.csv
T0_S4-4,T0,S4-4,S4,DC,NP,R2,1.04E-004,4.58E-004,5.62E-004,-3.2505,-3.9822,-3.3396,0.8145,T0_S4-4.P34_Ssid_T0_NP_R1-2.csv
T0_S5-2,T0,S5-2,S5,D,NP,R2,0.00E+000,8.77E-004,8.77E-004,-3.0569,NA,-3.0569,1.0000,T0_S5-2.P34_Ssid_T0_NP_R1-2.csv
